"логин";"Договор";"Номер договора";"Текущий статус";"Текущий статус1";"Тарифный план";"Тип договора";"Подключение id"
"ttk131010395";"978776";"131010395";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390160"
"ttk131010396";"978778";"131010396";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390164"
"ttk131010397";"978779";"131010397";"Закрыт";" 4";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2389753"
"ttk131010399";"978781";"131010399";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390167"
"ttk131010400";"978782";"131010400";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2390169"
"ttk131010401";"978783";"131010401";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390171"
"ttk131010402";"978784";"131010402";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390173"
"ttk131010403";"978785";"131010403";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390175"
"ttk131010404";"978786";"131010404";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390177"
"ttk131010405";"978787";"131010405";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390179"
"ttk131010406";"978789";"131010406";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390184"
"ttk131010407";"978790";"131010407";"Активен";" 0";"Ф/Л Саранск 'ТТК 25', 25Мб, 200 руб.";"ФЛ";"2390186"
"ttk131010408";"978791";"131010408";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390188"
"ttk131010410";"978792";"131010410";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2390190"
"ttk131010411";"978793";"131010411";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390192"
"ttk131010412";"978794";"131010412";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390194"
"ttk131010413";"978795";"131010413";"Закрыт";" 4";"Ф/Л Саранск  'ТТК-Лето', 50Мб, 450 руб.";"ФЛ";"2390197"
"ttk131010414";"978796";"131010414";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2390199"
"ttk131010415";"978797";"131010415";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390201"
"ttk131010417";"978798";"131010417";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390203"
"ttk131010418";"978799";"131010418";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390206"
"ttk131010419";"978800";"131010419";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390209"
"ttk131010420";"978801";"131010420";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390211"
"ttk131010421";"978802";"131010421";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2390213"
"ttk131010422";"978803";"131010422";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390215"
"ttk131010423";"978804";"131010423";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2391329"
"ttk131010424";"978805";"131010424";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390217"
"ttk131010425";"978806";"131010425";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390219"
"ttk131010427";"978807";"131010427";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390221"
"ttk131010428";"978808";"131010428";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390223"
"ttk131010430";"978809";"131010430";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390225"
"ttk131010432";"978810";"131010432";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390227"
"ttk131010435";"978811";"131010435";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390229"
"ttk131010436";"978812";"131010436";"Активен";" 0";"Ф/Л Саранск  'ТТК-Лето', 50Мб, 450 руб.";"ФЛ";"2390231"
"ttk131010437";"978813";"131010437";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390233"
"ttk131010438";"978814";"131010438";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390235"
"ttk131010439";"978815";"131010439";"Активен";" 0";"Ф/Л Саранск  'ТТК-Лето', 50Мб, 450 руб.";"ФЛ";"2390237"
"ttk131010441";"978816";"131010441";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2390239"
"ttk131010443";"978817";"131010443";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390241"
"ttk131010445";"978818";"131010445";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2375170"
"ttk131010446";"978819";"131010446";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Лето', 50Мб, 450 руб.";"ФЛ";"2390244"
"ttk131010448";"978820";"131010448";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390246"
"ttk131010450";"978821";"131010450";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390249"
"ttk131010453";"978824";"131010453";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390255"
"ttk131010454";"978825";"131010454";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390149"
"ttk131010456";"978826";"131010456";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390257"
"ttk131010461";"978827";"131010461";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Лето', 50Мб, 450 руб.";"ФЛ";"2390259"
"ttk131010463";"978828";"131010463";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390262"
"ttk131010464";"978829";"131010464";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390264"
"ttk131010465";"978830";"131010465";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390267"
"ttk131010466";"978831";"131010466";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390269"
"ttk131010467";"978832";"131010467";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390271"
"ttk131010472";"978833";"131010472";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390273"
"ttk131010473";"978834";"131010473";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390275"
"ttk131010477";"978835";"131010477";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390277"
"ttk131010478";"978836";"131010478";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390279"
"ttk131010479";"978837";"131010479";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390281"
"ttk131010480";"978838";"131010480";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390285"
"ttk131010481";"978839";"131010481";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390283"
"ttk131010482";"978840";"131010482";"Активен";" 0";"Ф/Л Саранск 'Пакет_ТТК-Качай', 75Мб, 60 каналов, 640(450/190) руб.";"ФЛ";"2390287"
"ttk131010484";"978841";"131010484";"Активен";" 0";"Ф/Л Саранск 'Пакет_ТТК-Мечтай+ТВ', 45Мб,  550(360/190) руб.";"ФЛ";"2390289"
"ttk131010487";"978842";"131010487";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390291"
"ttk131010492";"978843";"131010492";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390293"
"ttk131010495";"978844";"131010495";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2374874"
"ttk131010496";"978845";"131010496";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390295"
"ttk131010499";"978846";"131010499";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Действуй STD', 50Мб, 600 руб.";"ФЛ";"2390297"
"ttk131010500";"978847";"131010500";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2390299"
"ttk131010501";"978849";"131010501";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390302"
"ttk131010503";"978850";"131010503";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390304"
"ttk131010505";"978851";"131010505";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390306"
"ttk131010506";"978852";"131010506";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390308"
"ttk131010508";"978853";"131010508";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390310"
"ttk131010509";"978854";"131010509";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Лето', 50Мб, 450 руб.";"ФЛ";"2390155"
"ttk131010510";"978855";"131010510";"Приостановлен оператором";" 3";"Ф/Л Саранск 'Драйв-555', 55Мб, 555 руб.";"ФЛ";"2390312"
"ttk131010512";"978856";"131010512";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390315"
"ttk131010513";"978857";"131010513";"Закрыт";" 4";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390317"
"ttk131010514";"978858";"131010514";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390319"
"ttk131010515";"978859";"131010515";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390321"
"ttk131010516";"978860";"131010516";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390391"
"ttk131010517";"978861";"131010517";"Активен";" 0";"Ф/Л Саранск  'ТТК-Лето', 50Мб, 450 руб.";"ФЛ";"2390412"
"ttk131010518";"978862";"131010518";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390323"
"ttk131010520";"978863";"131010520";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390350"
"ttk131010522";"978864";"131010522";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390408"
"ttk131010523";"978865";"131010523";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390394"
"ttk131010524";"978866";"131010524";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390147"
"ttk131010525";"978867";"131010525";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390414"
"ttk131010526";"978868";"131010526";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2390416"
"ttk131010528";"978869";"131010528";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390354"
"ttk131010529";"978870";"131010529";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390332"
"ttk131010530";"978871";"131010530";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390418"
"ttk131010532";"978873";"131010532";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390410"
"ttk131010533";"978874";"131010533";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390339"
"ttk131010535";"978876";"131010535";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390157"
"ttk131010538";"978877";"131010538";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390358"
"ttk131010539";"978878";"131010539";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390145"
"ttk131010541";"978879";"131010541";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390348"
"ttk131010542";"978880";"131010542";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2390375"
"ttk131010544";"978881";"131010544";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390330"
"ttk131010545";"978882";"131010545";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390420"
"ttk131010546";"978883";"131010546";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390402"
"ttk131010548";"978884";"131010548";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390422"
"ttk131010549";"978885";"131010549";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390406"
"ttk131010550";"978886";"131010550";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390424"
"ttk131010552";"978887";"131010552";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390426"
"ttk131010555";"978888";"131010555";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390428"
"ttk131010554";"978889";"131010554";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай STD', 30Мб, 400 руб.";"ФЛ";"2390430"
"ttk131010556";"978890";"131010556";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390367"
"ttk131010557";"978891";"131010557";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390432"
"ttk131010558";"978892";"131010558";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390362"
"ttk131010560";"978893";"131010560";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390434"
"ttk131010561";"978894";"131010561";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390437"
"ttk131010562";"978895";"131010562";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390440"
"ttk131010563";"978896";"131010563";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390442"
"ttk131010565";"978897";"131010565";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390352"
"ttk131010566";"978898";"131010566";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2390445"
"ttk131010567";"978899";"131010567";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390327"
"ttk131010569";"978900";"131010569";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390356"
"ttk131010570";"978901";"131010570";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390387"
"ttk131010571";"978902";"131010571";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390383"
"ttk131010572";"978903";"131010572";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2390381"
"ttk131010573";"978904";"131010573";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390449"
"ttk131010574";"978905";"131010574";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390325"
"ttk131010575";"978906";"131010575";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390398"
"ttk131010578";"978907";"131010578";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390451"
"ttk131010580";"978908";"131010580";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390453"
"ttk131010581";"978909";"131010581";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390346"
"ttk131010582";"978910";"131010582";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390373"
"ttk131010583";"978911";"131010583";"Активен";" 0";"Ф/Л Саранск  'ТТК-Лето', 50Мб, 450 руб.";"ФЛ";"2390389"
"ttk131010584";"978912";"131010584";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390377"
"ttk131010585";"978913";"131010585";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390371"
"ttk131010586";"978914";"131010586";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390455"
"ttk131010587";"978915";"131010587";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390457"
"ttk131010588";"978916";"131010588";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390365"
"ttk131010589";"978917";"131010589";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390459"
"ttk131010590";"978918";"131010590";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390461"
"ttk131010591";"978919";"131010591";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390400"
"ttk131010592";"978920";"131010592";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390404"
"ttk131010593";"978921";"131010593";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390385"
"ttk131010594";"978922";"131010594";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390369"
"ttk131010595";"978923";"131010595";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390360"
"ttk131010596";"978924";"131010596";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай STD', 30Мб, 400 руб.";"ФЛ";"2395900"
"ttk131010598";"978925";"131010598";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390464"
"ttk131010599";"978926";"131010599";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2374757"
"ttk131010601";"978927";"131010601";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2390396"
"ttk131010603";"978928";"131010603";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390337"
"ttk131010606";"978930";"131010606";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390153"
"ttk131010607";"978931";"131010607";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай STD', 30Мб, 400 руб.";"ФЛ";"2390379"
"ttk131010608";"978932";"131010608";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай STD', 30Мб, 400 руб.";"ФЛ";"2390466"
"ttk131010610";"978934";"131010610";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2390469"
"ttk131010612";"978935";"131010612";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390471"
"ttk131010613";"978936";"131010613";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай STD', 35Мб, 500 руб.";"ФЛ";"2390342"
"ttk131010614";"978937";"131010614";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2375204"
"ttk131010617";"978938";"131010617";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2391070"
"ttk131010618";"978939";"131010618";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2390151"
"ttk131010620";"978940";"131010620";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2391083"
"ttk131010616";"978941";"131010616";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2383681"
"ttk131010623";"978942";"131010623";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2382160"
"ttk131010624";"978943";"131010624";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай STD', 35Мб, 500 руб.";"ФЛ";"2390447"
"ttk131010625";"978944";"131010625";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2388708"
"ttk131002960";"978951";"131002960";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2384334"
"ttk131003436";"978993";"131003436";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2381874"
"ttk131003438";"978994";"131003438";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2381876"
